dim_old,dim_new,entropy_old,entropy_new
27,18,0.9821859555783727,0.9766056401844094
26,19,0.982246971864097,0.9767526247907143
27,21,0.9828451022543266,0.9766767190428957
24,18,0.9832195854694139,0.9763533991974179
23,16,0.9826073226289312,0.9755079971983692
20,19,0.9824711918059768,0.9763253191691452
19,18,0.9819999105665084,0.9755416160409193
25,23,0.9831377426937399,0.9768367057070199
28,17,0.9824523337137991,0.9769154272335635
26,19,0.9827209997023122,0.9765120334667178
23,17,0.9829164924140159,0.9755768286875839
21,18,0.9826913025725204,0.9771192218692156
21,17,0.9829489184592051,0.9766656756401062
23,18,0.9820227177274722,0.9766182525837919
28,19,0.9825814646852861,0.9763499052139868
24,19,0.9827343298922748,0.9765868112469427
23,18,0.9829835755438989,0.9755663457758412
19,18,0.9827406792374238,0.9763669012122126
23,16,0.9828374979634547,0.9760335772896166
19,19,0.9828836764675851,0.9767905821924158
22,17,0.9826914130596119,0.9764693272594162
27,15,0.9823271718972476,0.976259235843233
26,18,0.9834801109462398,0.9765299147251624
23,20,0.9828886906807179,0.9762249309034313
17,20,0.9827409758707603,0.9757701063833774
19,17,0.982677201040418,0.9760153979716792
23,18,0.9826863004687888,0.9766467481656034
20,17,0.9824035862742134,0.9757152406526506
25,18,0.9827601945444219,0.9760005460110415
24,19,0.9825143710456089,0.9768911528855893
21,17,0.9823182032901395,0.976574437945179
19,18,0.98242904190089,0.9766790124583367
23,17,0.9825294981703151,0.977237655590578
21,22,0.9825190168735997,0.9764242688512283
25,19,0.9821529001822249,0.9755518720830344
22,16,0.9827693035452056,0.9767950880378896
22,19,0.9821306261378598,0.9766101362213844
28,16,0.98312379980424,0.9762927549664513
25,18,0.9821593226586581,0.9767364661122914
19,19,0.9828500076987515,0.9769374479046561
30,16,0.9824830150612606,0.9762375787897658
21,21,0.9828309561409628,0.9765421351719793
16,18,0.9825302854201159,0.9768032480439297
22,19,0.9834074124028914,0.9768503420292002
16,16,0.9825112229711076,0.9765580597583031
29,17,0.982550230267549,0.9764334091377993
20,18,0.9826276046157332,0.9764982980047532
26,18,0.9824334636445661,0.9760802639398776
19,18,0.9828234281260256,0.9770155894052496
21,16,0.9824299410807875,0.9753428578853643
20,16,0.9827764630317688,0.9761281622400156
23,19,0.982722071294045,0.9760485188877247
21,17,0.9826191537949309,0.9768463217783532
22,20,0.9830234986215103,0.9756743002730922
19,18,0.9821422394934843,0.9760809930170936
26,19,0.9822915777745954,0.9765985608100891
22,17,0.9823983292420041,0.9762826007582214
24,19,0.9825986780567844,0.9762519160890415
20,18,0.9823757179246895,0.9758015883605274
17,15,0.9826363491388153,0.9767288988903117
26,17,0.9824549552394304,0.9763752696288645
22,18,0.9825170065607791,0.9760421480972218
19,19,0.982708923274329,0.9762361956454543
15,23,0.9826594980709897,0.9761231834157839
20,20,0.9832539974016736,0.9766166902600352
28,17,0.9827548461316759,0.9770218729972839
23,17,0.9822331749553836,0.9767113607020228
22,20,0.9824734643450049,0.9772026510376364
16,13,0.9830214820172337,0.9756484746105769
22,18,0.9827945632295375,0.9764070525446498
24,18,0.982509715509434,0.9769833659477288
27,21,0.9823775022293877,0.9761744104283518
21,19,0.9828639280515991,0.9767180758395677
17,17,0.9822699569304507,0.9764279578600525
20,12,0.982033884350533,0.9766211601192494
23,19,0.9823411857585349,0.9768229929850724
15,17,0.9824496355103216,0.976313767299945
26,16,0.9830021742007718,0.9758494094520462
19,19,0.9824988478979584,0.9765819714324364
19,19,0.9832226254569308,0.976384138849656
31,18,0.9821508338962872,0.9768257145615931
17,17,0.9825877972659737,0.9763166904449463
25,19,0.9824140340946749,0.9764249027483483
19,18,0.9824133587769232,0.9769193071279978
23,18,0.9826966838519907,0.9763702485788733
22,16,0.98273052909859,0.9763671842548163
23,18,0.9825702143156505,0.9768548607826233
23,18,0.9824580461038908,0.9764494605783001
25,17,0.9827519009088527,0.9763155177685066
23,18,0.9827136474763896,0.9758597884028846
30,20,0.9822703116522515,0.9761797594477784
27,18,0.982695196498337,0.9759232949314743
21,15,0.982310362826523,0.9762350492837362
35,21,0.983396612941243,0.975670922290281
21,21,0.9824291159788163,0.9767100290998565
22,18,0.9825759173940384,0.9767255170965428
19,18,0.9826922042094499,0.9765469195454253
26,18,0.9828191535121897,0.9765236798645167
16,18,0.9820312153436047,0.9766749426748866
17,16,0.9823971519646257,0.976103748342999
28,14,0.9823250030719946,0.9765017892357308
20,16,0.9823592480510246,0.9768173013512971
23,19,0.9825486141602522,0.9759959374219114
26,18,0.9826438201200309,0.9768134186132059
14,21,0.9833112409233701,0.9766928636627872
16,17,0.9819075304719672,0.9765107076539676
17,19,0.9831011939637736,0.9761940487342521
24,21,0.9829412401013086,0.9763407857163595
18,17,0.9830786683658079,0.9765239058917284
30,18,0.9826800759375409,0.9760219908216525
30,17,0.9824312600407897,0.9760819599623589
28,19,0.9824592840729037,0.9761175223959868
19,16,0.9831656134168141,0.9755159225697407
26,21,0.9825748269288487,0.9757873715131213
29,15,0.982162199448657,0.9768798683856109
16,18,0.9819628678032141,0.9768764003349127
28,15,0.9824431500992682,0.9767428636550903
23,15,0.982478660073214,0.9764384866178695
21,16,0.9824161701008011,0.97644210732991
27,16,0.9826939966907412,0.9764563384162968
25,18,0.9829200513787885,0.976220033404891
29,19,0.9820453159049114,0.9760355716872032
20,17,0.9828177756375515,0.9767783115439937
22,18,0.9823200619184593,0.9767975413206283
29,17,0.9826253865157817,0.9759317404003593
27,15,0.9821677080317894,0.9764247628359197
24,18,0.9825455296525583,0.9760884122609192
23,17,0.9824660837440334,0.9766047991637657
24,18,0.9824618081624654,0.977188955952488
17,18,0.9829098137777776,0.976463490298873
26,19,0.9819865279201808,0.9766766176922173
20,18,0.9829427291582968,0.9760882404166522
20,20,0.982312056591665,0.9765560274285447
27,17,0.982975842768054,0.9765189752254118
25,19,0.982437841175986,0.9754708231100866
18,21,0.9823489580671048,0.9760107513655478
25,19,0.9829031462961189,0.9770062725344181
28,21,0.9825346476039163,0.9761827310610255
26,17,0.9829792639627979,0.9764551691856814
21,12,0.9822132358061859,0.9762794321016292
24,18,0.9829270598900721,0.9763204564997947
24,20,0.9826658140180083,0.9761284611120389
23,19,0.9831177937815073,0.9759566641672719
25,17,0.9828641163157801,0.9768275451714662
18,18,0.9822391027856426,0.9761745633010546
24,17,0.9830060758750155,0.9764787427066649
24,16,0.9824807718546575,0.9763748838011869
29,20,0.982791770506866,0.9769514948897503
21,17,0.9822627714575398,0.9754952397880953
26,18,0.9825178618504223,0.9767858422629396
20,18,0.9822083180046052,0.9765767962783847
21,22,0.9825153268749699,0.9767444520208586
23,16,0.9815986734438695,0.975931631984451
25,19,0.9830945320245162,0.976823684681977
21,18,0.9826788169764986,0.9768379330635071
30,17,0.9826189233807477,0.9762319071163151
23,17,0.9822071220702,0.9763512633225091
23,16,0.9826532476530071,0.9757362902086506
23,18,0.9833321590139007,0.9762992837435684
24,20,0.982651864803964,0.9763311689251455
27,21,0.9829944930586141,0.9769986735791204
24,15,0.9824667327309197,0.976462402746914
26,21,0.9825094654761964,0.9768750341393142
24,19,0.9825957355462641,0.9772316435430939
28,20,0.9830028183419741,0.9768020419921837
18,18,0.9826469087875163,0.9755109576496144
24,20,0.9830492092984354,0.9765181902303974
20,18,0.9827632714213859,0.9762531663520864
14,18,0.9822022156642928,0.9765404584053259
21,19,0.9830956376433299,0.9773111327282574
16,20,0.9834745999255985,0.9764819315402026
20,18,0.98262790143335,0.9764065757970154
26,18,0.9828744645107578,0.9765812652283324
14,16,0.9828818056801234,0.9762860264427127
23,14,0.9827171310706742,0.9764661767084309
23,19,0.9823338475478612,0.9766265525821641
26,13,0.9831267321951866,0.9760383679043939
23,21,0.9832057706567588,0.9763655560709179
15,18,0.9826221156596744,0.9764301324761406
15,16,0.9832211118939681,0.9762523946283909
18,17,0.9825940354283753,0.97711890727265
19,19,0.9823117935456754,0.9763820670811929
17,20,0.9826692863150464,0.9766642324519118
19,21,0.9828787369376072,0.976797091365282
25,20,0.9826364809148441,0.9770745850479933
23,21,0.9824562884173847,0.9772431254386902
23,19,0.9829841245708676,0.9766927704646304
19,16,0.9826953925963839,0.9770261678550671
16,22,0.982643045187723,0.9768942953481256
25,21,0.9824723858289645,0.976351743257212
17,19,0.9828627757371989,0.9768170999434863
26,18,0.9829908820015987,0.9762327147177342
13,15,0.9829029834672629,0.9759688377380371
26,18,0.9825725390008921,0.9761709854915498
29,17,0.9829960945927617,0.9768101572990417
23,17,0.9826361315181404,0.9767353728142466
27,14,0.9823385352985128,0.9765003314365971
24,14,0.9831616577101848,0.97703833569228
19,17,0.982789937350911,0.9765230516808439
23,18,0.9824814925591668,0.9766128514742954
18,18,0.9828712441688999,0.9766324595868949
29,16,0.9826610141695581,0.976505453828584
21,16,0.9825076859938102,0.976272463798523
28,17,0.9826223812639646,0.9767168821234261
17,19,0.9823430446551777,0.9765429966083298
19,20,0.9823069177743279,0.9773641411793509
20,17,0.9823413274785907,0.9763354212055031
24,15,0.9826646985432381,0.9763162601352209
24,17,0.9826351846266146,0.9761890112536036
30,20,0.9827506510063496,0.976834200543744
25,17,0.9824532503755707,0.97680462917751
25,20,0.9826567123118293,0.9755013678327906
25,19,0.9823656380910716,0.9756797218786032
22,18,0.9823816322520893,0.9769035173314359
20,14,0.982442700252466,0.9767817725514764
18,17,0.9824809657760548,0.9761473534069958
14,21,0.9825801702430109,0.9765080493319015
15,17,0.9826037393191105,0.9767942148038687
27,18,0.9831768940778289,0.9759554931435496
21,16,0.9828655155080577,0.9762346137029618
24,16,0.9826559614099417,0.9767306348906478
26,18,0.9824269921898017,0.9761294339401461
15,18,0.9827012662651815,0.9766718702247685
19,20,0.9828350561769519,0.9762467469992707
19,17,0.9832802201951621,0.9763995463958742
25,20,0.982885766684813,0.9764631089984034
25,18,0.9825115000626868,0.9764947891235352
26,18,0.9824506088331111,0.9764461385584992
18,19,0.9824221057252064,0.976781114940993
30,18,0.9826134156794211,0.9767352310937041
24,18,0.982565826811691,0.9770748873562373
22,20,0.9823796655667445,0.9765275883619817
20,16,0.982660128318234,0.9754712870370948
24,19,0.982871026312947,0.9764297760325663
25,18,0.9826110203760975,0.9762723138288075
21,19,0.9825219135711443,0.9762551481149326
24,19,0.9826665937709042,0.9760141483595081
15,18,0.982752965916092,0.975708748622386
21,15,0.9826128087769292,0.9758385010135892
17,14,0.9828734599360094,0.9765363419510059
21,19,0.9824801844591066,0.9762019436380774
16,17,0.9826992481387395,0.976793900287368
24,18,0.9823717774452004,0.9766093849830062
21,18,0.9823099374771118,0.9763533921967602
26,17,0.9824799484638752,0.9754704489877608
22,17,0.9828077425809656,0.9768192295302266
24,18,0.9827439044265888,0.9765820293091005
27,18,0.9817260513545466,0.9762196711268053
18,18,0.9822307825088501,0.9766293972108874
26,16,0.9822869415750086,0.9767362995858139
21,15,0.9827902982703671,0.9765301810861909
20,21,0.983300004819692,0.9761932352013274
25,18,0.9822489604014707,0.9762296618237316
25,17,0.9827292789502289,0.9764513857332511
22,21,0.9831635521394905,0.9772063962304481
25,18,0.982581848390918,0.9769868429447499
22,15,0.9824636734627898,0.9767749595978813
24,17,0.9830403772179185,0.9766096974806174
28,18,0.9826116901528382,0.9759952837384649
27,18,0.9828087797601052,0.9760654229368773
17,13,0.9833720980157837,0.9766684630837031
26,19,0.9829059484674493,0.9762795153737175
25,20,0.982317764367696,0.9764595872518139
26,19,0.9824386724010856,0.9765893887289853
21,17,0.9830436806808869,0.9764127481805839
21,18,0.9824514077834272,0.9761849803975511
19,15,0.9824481934462357,0.9768934894079402
19,18,0.9827383214655905,0.9766092597535431
26,18,0.9828994165724154,0.9771724673245232
26,19,0.9825057520688241,0.976432712831739
22,15,0.9823632894428121,0.9762983344059285
20,15,0.9827830613687636,0.9771770881622446
18,21,0.9825210594452459,0.9762791426819939
24,16,0.9825126092284122,0.9763225006430707
21,19,0.9827009304227265,0.9758232046494423
22,17,0.9829516687153514,0.9757788212056561
18,19,0.9827635653825375,0.976332908873919
21,19,0.982527383546681,0.9762259504623951
21,18,0.9821408432413459,0.9765912906657841
21,19,0.9827557352672984,0.9769135068618128
25,14,0.9821172766146267,0.9763607454025595
23,17,0.9827411540828888,0.9767158405737063
24,20,0.9826384183354687,0.9758861214574431
19,18,0.982576670594318,0.9761176026556375
24,16,0.982850548265227,0.976970144504003
23,16,0.9827379340494428,0.976596763507667
24,15,0.9829806807746858,0.9763068877099377
21,19,0.9832745755408882,0.9764054359520961
26,15,0.9824573034440555,0.976107785506296
27,15,0.9826356826691562,0.9762943116990301
29,21,0.982728552303773,0.9759543524586947
24,19,0.9828744645107578,0.9766934487848494
21,20,0.9819149162773969,0.9757521848296465
21,21,0.9823893504151233,0.9765185805582987
21,20,0.982936303984583,0.9763149726101825
20,19,0.9826879304959557,0.9758930652947823
25,16,0.9827975407248757,0.9768330563171834
28,16,0.9822589058378867,0.9771630330470773
25,15,0.9825031620083672,0.9762762052474111
27,18,0.9824720882234023,0.9763466991469818
23,19,0.9828576302096382,0.9770077426045317
26,14,0.9828900509265173,0.9770815372467041
25,17,0.9831468760669583,0.9763440555578277
20,18,0.9823966055267731,0.9764053821563721
27,19,0.9826702004204128,0.9764485124212486
26,19,0.9822533009774181,0.9765375966891019
22,20,0.9828076334000052,0.9762129019577351
27,15,0.9826753574070233,0.9763996831007506
25,14,0.9828828948628826,0.9768110295013386
19,21,0.9826162050064566,0.9756357884171817
19,20,0.9817608825120991,0.9764448197052711
24,19,0.9826753203084514,0.9760921229721112
18,16,0.9829374252198455,0.9761978344643825
26,18,0.9822085860321281,0.9759813117417916
26,19,0.9828416735102944,0.9755619507117947
22,21,0.9831854585846056,0.9767630261918693
19,16,0.9824119361599271,0.9760931942132918
22,18,0.9821733923030408,0.9763483635760017
27,17,0.9828531961370626,0.9773538340330663
19,16,0.9823788603147696,0.9766723314541033
26,14,0.9828274389564753,0.9766514273783761
18,16,0.9825190503811125,0.9757447484326744
34,22,0.9822928974071292,0.9773222291612821
22,16,0.9824411926686433,0.9774540636955329
27,18,0.9825598235276106,0.9761751890182495
30,13,0.9836094223891029,0.9758971958762619
31,18,0.9825512833122738,0.9764005182263835
23,17,0.9823376262568259,0.9761894310047883
18,15,0.9831564795251373,0.9761054232307217
15,17,0.9826830836410169,0.9767102969683004
32,20,0.9827612136182473,0.9761942291098482
21,17,0.9826495666142712,0.9771581947810514
22,15,0.9827342710401076,0.9760983348120922
22,16,0.982672003431773,0.9766711828359157
23,22,0.9827143432149357,0.9776507358754186
29,17,0.9827109083068556,0.9762754669612151
24,17,0.9823869170584059,0.9763639541142082
13,20,0.9828275774255973,0.9763065888379144
25,12,0.982819273359646,0.9765961055160617
28,19,0.9820109688226821,0.976696934188124
25,15,0.9823331746493873,0.9770300587984037
21,13,0.9826757285172805,0.9759064589731458
23,17,0.9825749552925784,0.9765293243213166
22,15,0.9827025233741306,0.9762010870136962
25,22,0.9825171953734606,0.9762729956224977
17,21,0.9823536971669727,0.9767158405737063
20,15,0.9825733080266822,0.9765526101206694
26,22,0.9828574913164652,0.9772602894642042
16,17,0.9825765257338144,0.9758624626740146
23,19,0.9825079016665748,0.9773252741307401
21,17,0.9827927761559759,0.9757519421371095
31,17,0.9826985424126613,0.9765466806189355
28,19,0.9825230651008464,0.9761066918978998
14,17,0.982601974080312,0.9762378220845774
21,17,0.9824413657188416,0.9768817839269458
20,20,0.9823674749570657,0.9763694117372081
27,17,0.9824808298192665,0.9759031207207838
17,16,0.9822238096854315,0.9765370191678641
20,18,0.9826197567927623,0.9771958284158919
23,18,0.9824461752193249,0.9765177120351601
20,16,0.9832153268227501,0.9760339949876125
24,16,0.9821687989423818,0.9753600029773289
24,17,0.9824976729211832,0.9763738063091859
21,21,0.98229776638831,0.9763362098725432
23,14,0.9819825187524889,0.9774672314448645
18,16,0.98275061673808,0.9761247550989502
32,20,0.9821939201052872,0.9763534082839155
21,19,0.9828029916590952,0.9765740041803449
14,14,0.9828212266932546,0.9767630285554397
16,18,0.9829971831147484,0.9765332381193742
16,19,0.9826120550953311,0.9763595874426453
25,19,0.9824800817262708,0.9766934834866319
23,18,0.9824975294084544,0.9760657773627235
22,12,0.9823875114429683,0.9766522183257738
29,14,0.9831196149084875,0.9765308806986512
25,16,0.9827119888811566,0.9764352062623312
22,16,0.9829335298158369,0.9768806622202326
26,18,0.9824167054178836,0.9762587352747697
21,19,0.9822978893616786,0.976037568944237
24,16,0.9827934471582513,0.9769722231108968
20,16,0.9827634940201267,0.9762140806629367
18,18,0.982749963366112,0.9764760492751148
25,18,0.9828418134698721,0.9771005295511062
18,15,0.98275698864335,0.9768109930482649
21,17,0.9824494411726414,0.9762089174607061
20,16,0.98276208503244,0.9757499802387329
22,20,0.9826364612024966,0.9764554271055084
20,17,0.9834404587414289,0.9769657809724631
22,18,0.9822524468047712,0.977418068890691
22,15,0.9822865716747203,0.9762378334999084
25,19,0.9826159925536359,0.9769097133224888
26,18,0.9828086480483325,0.9769566723808233
21,18,0.9825117795850349,0.9765270220846141
22,16,0.9826583807138075,0.9759786050891567
17,18,0.9826321526007118,0.9766622252196313
15,19,0.9824412183597618,0.9764629987025942
13,17,0.9825467608790509,0.9764543888581149
24,19,0.9823004746897221,0.9764130749065523
27,18,0.9828081728687194,0.9754201061670518
15,17,0.9824537146240533,0.9768548158518042
23,17,0.9828596676098144,0.9759547172742594
20,14,0.9827622706072059,0.9761016192257792
24,18,0.9823028286507355,0.976979599010232
22,15,0.9824544391446955,0.9762804489977465
24,18,0.9828026820065405,0.9763223286450233
22,19,0.9823111718222866,0.9767038942492169
21,18,0.9828702662548106,0.9759973929726058
19,17,0.9829529385038268,0.9775454697981392
25,19,0.9825034305172088,0.9760722282702661
18,21,0.9827786555596317,0.9763751232438538
23,20,0.9830915934808249,0.9766115392459128
17,19,0.9831157811316085,0.9765459187017985
24,16,0.9825476935522929,0.9764643754979286
26,19,0.9829736340599599,0.9757295816205519
15,19,0.9827176055993105,0.9755652588510926
14,17,0.9823204737422248,0.9760320996821478
20,19,0.9826006852939202,0.9762893140349688
21,16,0.9827012723537993,0.9764777827328498
15,19,0.9825011612250606,0.9763904824262357
18,18,0.9834369744138334,0.9753959291455332
16,15,0.9828004867839407,0.9765431564532111
21,15,0.982487755791084,0.9762804835297743
25,17,0.9829654243450484,0.9770979817283434
17,19,0.9826894793744244,0.9764153014559678
22,19,0.9827888662217111,0.977067734193409
20,18,0.9822712583587107,0.9750893982740834
17,20,0.9829127825398625,0.9756291360056228
16,19,0.9829550059220427,0.9763035225662482
23,13,0.9831244459742525,0.9761794610024291
22,18,0.9828041042451631,0.9766702363307682
17,22,0.9823696406054383,0.9762619954677746
26,22,0.9827133890321182,0.976714513900747
24,16,0.9825610145659682,0.9762232727796921
23,15,0.983221571156968,0.9755294173322315
27,17,0.9831333856848804,0.9757122746527869
25,15,0.9826286137132707,0.976483166217804
29,17,0.9831180661023236,0.9767486803347517
18,19,0.982774690453673,0.9763121478575475
30,19,0.9823603809664694,0.9759762055790723
19,20,0.9823262234859169,0.9758812285558928
24,13,0.9828192826218239,0.9774212285888338
28,15,0.9826583741102197,0.9758857266607213
21,18,0.9829368885903982,0.9770412760455439
19,18,0.9823583865994102,0.9765718676457786
16,14,0.9825368101888655,0.9765157979880896
21,17,0.982639375061437,0.976670649169875
15,20,0.9826128248416953,0.9767377591628249
21,16,0.9828556757299766,0.976667586005063
19,20,0.9825891415343323,0.9764718368960089
15,18,0.9825711004694913,0.9761409547774109
20,14,0.9829857163301292,0.9763844515002196
24,17,0.9824540811884341,0.9753036655558065
22,14,0.982310309839807,0.977098944256113
17,20,0.9825599937816034,0.9770684836712891
23,20,0.9828835942522178,0.9761355057945612
31,17,0.982665802587948,0.9773175120353699
22,17,0.9828325258238918,0.9765724235419015
31,19,0.9823359783014074,0.9767205130845329
25,16,0.9825181571697857,0.9757939803678789
17,17,0.9832976373503138,0.976879472422944
25,17,0.9826969131703096,0.9770222008725042
18,18,0.9830928087740021,0.9766960362781232
21,18,0.982512045357543,0.9769211533691079
21,18,0.9828780303988338,0.9760035820155892
23,19,0.9822267255806375,0.9757482361240208
26,18,0.983284395304396,0.9763287216546123
20,18,0.9829186544022764,0.9762744263125455
23,19,0.9829582083867084,0.9756828222788303
21,19,0.9825533447358804,0.9759839266015802
22,18,0.9829526192363954,0.9768558144155598
21,20,0.9825327400531724,0.9763739436231258
22,15,0.9825971497197029,0.9761952419403693
15,18,0.9820675256801965,0.9761506374161664
27,19,0.9821086816369424,0.9770504199931515
15,17,0.9820369535865624,0.9759439552179835
21,19,0.9829261606809159,0.9764632574386778
23,18,0.9826429344385902,0.9765123921131458
26,23,0.9825608791481555,0.9764105365276116
15,20,0.9826284641614491,0.9760517857839223
19,20,0.9829810105738139,0.9761055108009606
26,19,0.9823935192588192,0.9767514705088949
19,19,0.9825000471875854,0.9762101411843271
28,20,0.9823153886181455,0.976566214077559
14,18,0.9824748276862928,0.9764234934952917
24,18,0.9826419879453102,0.976711659360135
27,16,0.9830766320228577,0.9762329284847776
23,20,0.9830249293898006,0.976150525564398
23,16,0.9822318605759318,0.9763128681504681
19,17,0.98311726102124,0.9767305160221521
23,19,0.9825726016482538,0.9763283961489921
17,15,0.9816791042773512,0.9765084243995874
24,18,0.9828032284414363,0.9763217828340467
23,16,0.9824910099546225,0.9768198318022491
22,19,0.9823704367342673,0.9765490840535026
